client_id,job,age,marital,education,credit_default,mortgage
266,self-employed,34,single,university_degree,False,True
267,student,31,single,university_degree,False,False
268,management,54,divorced,university_degree,False,False
269,self-employed,40,married,basic_4y,False,False
270,unemployed,52,married,high_school,False,True
271,management,47,divorced,university_degree,False,False
272,housemaid,49,married,basic_9y,False,False
273,admin_,32,single,high_school,False,False
274,housemaid,49,single,high_school,False,True
275,blue-collar,50,married,basic_9y,False,False
276,services,34,married,high_school,False,False
277,blue-collar,55,married,basic_4y,False,False
278,technician,47,single,basic_9y,False,False
279,retired,51,married,professional_course,False,False
280,blue-collar,47,married,basic_6y,False,False
281,technician,56,married,basic_4y,False,True
282,admin_,53,married,basic_9y,False,False
283,blue-collar,36,married,basic_9y,False,True
284,blue-collar,42,divorced,basic_9y,False,True
285,blue-collar,44,divorced,basic_6y,False,False
286,housemaid,39,married,basic_9y,False,True
287,admin_,37,single,high_school,False,True
288,blue-collar,60,married,,False,True
289,services,36,married,high_school,False,False
290,management,42,divorced,university_degree,False,True
291,admin_,31,married,high_school,False,True
292,technician,53,divorced,professional_course,False,False
293,blue-collar,45,married,basic_4y,False,True
294,technician,37,single,professional_course,False,True
295,self-employed,47,married,professional_course,False,False
296,blue-collar,49,divorced,high_school,False,False
297,admin_,36,married,university_degree,False,True
298,services,35,divorced,high_school,False,False
299,unknown,38,married,,False,False
300,services,38,single,high_school,False,False
301,blue-collar,50,divorced,high_school,False,False
302,retired,59,married,professional_course,False,False
303,unknown,43,married,,False,True
304,admin_,42,married,high_school,False,True
305,admin_,40,married,basic_6y,False,True
306,blue-collar,46,married,,False,False
307,housemaid,57,divorced,basic_4y,False,True
308,admin_,42,married,university_degree,False,True
309,blue-collar,41,married,basic_4y,False,True
310,management,54,divorced,university_degree,False,True
311,admin_,27,single,university_degree,False,False
312,admin_,36,married,high_school,False,False
313,blue-collar,58,married,professional_course,False,True
314,management,40,married,university_degree,False,True
315,admin_,34,single,basic_9y,False,False
316,admin_,33,divorced,high_school,False,False
317,retired,56,married,basic_6y,False,False
318,blue-collar,42,married,basic_9y,False,False
319,services,43,married,high_school,False,True
320,management,54,single,basic_9y,False,True
321,admin_,53,single,basic_6y,False,True
322,technician,42,single,,False,False
323,services,40,married,basic_6y,False,False
324,technician,54,married,professional_course,False,True
325,housemaid,40,single,professional_course,False,False
326,admin_,26,single,university_degree,False,True
327,admin_,33,married,high_school,False,False
328,blue-collar,35,married,basic_9y,False,False
329,admin_,36,married,high_school,False,False
330,services,29,single,high_school,False,True
331,blue-collar,36,married,basic_9y,False,True
332,management,35,married,high_school,False,True
333,self-employed,50,single,university_degree,False,False
334,services,46,married,high_school,False,True
335,entrepreneur,49,married,high_school,False,True
336,technician,42,single,professional_course,False,True
337,blue-collar,36,single,high_school,False,True
338,blue-collar,55,married,basic_9y,False,True
339,management,41,married,university_degree,False,False
340,management,57,married,professional_course,False,True
341,services,32,single,high_school,False,True
342,admin_,49,married,basic_9y,False,False
343,unknown,57,married,,False,True
344,blue-collar,58,divorced,basic_4y,False,True
345,technician,52,married,high_school,False,True
346,services,50,divorced,professional_course,False,False
347,blue-collar,41,single,basic_9y,False,True
348,entrepreneur,33,married,university_degree,False,True
349,blue-collar,57,married,basic_4y,False,False
350,blue-collar,48,married,basic_6y,False,False
351,technician,55,married,professional_course,False,False
352,management,38,married,university_degree,False,False
353,services,38,married,high_school,False,True
354,admin_,53,married,university_degree,False,True
355,unemployed,43,single,university_degree,False,False
356,blue-collar,36,single,high_school,False,False
357,blue-collar,32,married,basic_9y,False,False
358,services,33,married,basic_4y,False,False
359,entrepreneur,58,married,basic_4y,False,True
360,unemployed,40,divorced,high_school,False,False
361,management,57,married,university_degree,False,True
362,technician,45,married,high_school,False,True
363,blue-collar,42,married,basic_4y,False,True
364,admin_,46,married,university_degree,False,True
365,technician,36,married,university_degree,False,False
366,self-employed,41,married,high_school,False,True
367,admin_,57,divorced,basic_9y,False,False
368,blue-collar,49,married,basic_9y,False,True
369,management,56,divorced,high_school,False,False
370,blue-collar,37,married,basic_9y,False,False
371,blue-collar,37,married,basic_9y,False,False
372,admin_,46,single,high_school,False,True
373,blue-collar,22,single,basic_9y,False,True
374,services,43,married,high_school,False,False
375,blue-collar,49,married,,False,False
376,technician,41,married,basic_6y,False,True
377,admin_,38,single,university_degree,False,False
378,admin_,33,married,basic_9y,False,False
379,admin_,49,married,university_degree,False,True
380,blue-collar,30,single,,False,False
381,admin_,33,married,basic_9y,False,True
382,management,34,single,university_degree,False,False
383,student,30,single,,False,False
384,management,59,married,basic_4y,False,True
385,management,59,married,basic_4y,False,False
386,self-employed,41,married,university_degree,False,False
387,housemaid,48,married,basic_6y,False,True
388,unknown,28,single,,False,True
389,services,44,married,high_school,False,True
390,retired,59,unknown,university_degree,False,False
391,management,50,married,high_school,False,False
392,admin_,35,married,university_degree,False,False
393,admin_,42,married,high_school,False,False
394,admin_,45,married,basic_9y,False,False
395,technician,36,married,professional_course,False,False
396,services,56,married,high_school,False,False
397,blue-collar,29,divorced,basic_4y,False,False
398,self-employed,41,married,university_degree,False,True
399,blue-collar,42,married,basic_9y,False,False
400,services,52,single,high_school,False,False
401,services,48,married,high_school,False,False
402,blue-collar,31,married,high_school,False,True
403,unemployed,43,married,university_degree,False,True
404,blue-collar,36,married,basic_4y,False,False
405,entrepreneur,42,married,university_degree,False,True
406,services,52,divorced,basic_6y,False,False
407,admin_,39,married,high_school,False,True
408,services,36,married,high_school,False,False
409,blue-collar,42,married,basic_9y,False,True
410,admin_,41,married,high_school,False,False
411,technician,55,married,basic_4y,False,False
412,blue-collar,30,married,basic_9y,False,False
413,retired,57,unknown,basic_4y,False,False
414,entrepreneur,45,married,basic_4y,False,True
415,blue-collar,51,married,basic_4y,False,True
416,self-employed,39,single,basic_9y,False,True
417,admin_,47,married,high_school,False,False
418,services,27,married,high_school,False,True
419,technician,34,single,university_degree,False,True
420,blue-collar,57,married,basic_4y,False,True
421,entrepreneur,43,married,basic_4y,False,False
422,blue-collar,49,married,basic_4y,False,False
423,management,39,married,university_degree,False,False
424,blue-collar,38,married,basic_4y,False,True
425,blue-collar,49,married,basic_9y,False,False
426,management,58,married,basic_6y,False,False
427,technician,43,married,professional_course,False,True
428,unknown,50,married,,False,True
429,services,31,married,high_school,False,False
430,self-employed,43,divorced,university_degree,False,False
431,self-employed,43,married,basic_9y,False,False
432,self-employed,30,single,university_degree,False,True
433,services,27,single,professional_course,False,True
434,services,51,married,,False,False
435,technician,37,married,professional_course,False,True
436,housemaid,46,married,basic_9y,False,True
437,blue-collar,35,married,professional_course,False,False
438,admin_,47,divorced,university_degree,False,False
439,management,46,married,,False,True
440,technician,40,married,professional_course,False,False
441,housemaid,26,married,university_degree,False,False
442,blue-collar,32,divorced,basic_9y,False,False
443,management,45,married,university_degree,False,True
444,admin_,34,married,basic_9y,False,False
445,blue-collar,47,married,,False,False
446,technician,42,married,professional_course,False,False
447,technician,57,married,basic_4y,False,False
448,technician,57,married,basic_4y,False,False
449,blue-collar,38,married,basic_4y,False,False
450,technician,57,married,basic_4y,False,False
451,student,28,single,basic_9y,False,True
452,management,60,married,university_degree,False,False
453,admin_,48,married,university_degree,False,True
454,technician,47,married,professional_course,False,True
455,admin_,40,married,high_school,False,False
456,management,51,married,professional_course,False,True
457,unemployed,48,single,basic_4y,False,True
458,housemaid,54,married,basic_4y,False,False
459,blue-collar,40,married,basic_6y,False,False
460,admin_,44,single,basic_9y,False,False
461,technician,42,divorced,high_school,False,False
462,self-employed,52,married,university_degree,False,True
463,blue-collar,31,single,basic_9y,False,True
464,services,32,married,high_school,False,False
465,admin_,44,married,high_school,False,True
466,management,39,married,basic_6y,False,False
467,management,57,married,professional_course,False,True
468,admin_,52,married,basic_4y,False,True
469,management,42,married,university_degree,False,False
470,technician,42,single,professional_course,False,False
471,management,43,married,professional_course,False,True
472,admin_,31,divorced,high_school,False,False
473,admin_,29,married,university_degree,False,True
474,blue-collar,57,divorced,basic_4y,False,False
475,blue-collar,44,married,basic_9y,False,False
476,unknown,59,married,,False,False
477,blue-collar,39,married,basic_4y,False,False
478,retired,57,married,university_degree,False,False
479,management,41,married,,False,False
480,technician,37,single,high_school,False,False
481,services,38,married,high_school,False,True
482,retired,42,married,basic_4y,False,False
483,unknown,49,married,,False,True
484,management,54,married,basic_6y,False,True
485,admin_,36,married,university_degree,False,False
486,admin_,32,single,university_degree,False,False
487,technician,35,married,professional_course,False,True
488,housemaid,45,married,professional_course,False,False
489,technician,56,married,,False,True
490,technician,34,married,university_degree,False,True
491,unemployed,41,married,basic_9y,False,False
492,services,41,married,basic_9y,False,False
493,blue-collar,36,married,basic_9y,False,False
494,admin_,32,single,university_degree,False,False
495,services,31,married,high_school,False,False
496,technician,38,married,professional_course,False,True
497,admin_,35,divorced,university_degree,False,True
498,admin_,53,married,professional_course,False,True
499,admin_,51,married,basic_6y,False,True
500,entrepreneur,56,married,university_degree,False,False
501,admin_,33,married,basic_9y,False,False
502,admin_,33,married,basic_9y,False,False
503,services,51,divorced,high_school,False,True
504,services,39,married,high_school,False,True
505,entrepreneur,45,married,university_degree,False,False
506,technician,40,single,university_degree,False,False
507,unknown,60,single,,False,True
508,technician,33,married,university_degree,False,True
509,blue-collar,47,married,high_school,False,True
510,blue-collar,48,married,basic_4y,False,False
511,entrepreneur,43,married,high_school,False,False
512,management,37,married,university_degree,False,True
513,services,50,married,basic_9y,False,True
514,entrepreneur,59,married,high_school,False,True
515,technician,32,married,,False,True
516,housemaid,42,single,basic_4y,False,True
517,blue-collar,52,married,basic_4y,False,False
518,blue-collar,42,married,,False,False
519,admin_,42,married,,False,False
520,management,40,married,basic_9y,False,False
521,blue-collar,38,married,basic_9y,False,False
522,blue-collar,39,married,basic_6y,False,True
523,blue-collar,39,married,basic_6y,False,False
524,admin_,38,married,high_school,False,False
525,admin_,47,single,,False,True
526,services,30,single,high_school,False,False
527,admin_,38,divorced,high_school,False,True
528,technician,39,divorced,university_degree,False,False
529,admin_,44,married,high_school,False,False
530,admin_,36,married,high_school,False,False
531,services,41,married,high_school,False,True
532,blue-collar,41,married,basic_6y,False,False
533,blue-collar,35,married,basic_9y,False,False
534,technician,41,married,high_school,False,False
535,services,36,married,high_school,False,False
536,admin_,35,single,high_school,False,True
537,blue-collar,33,single,basic_4y,False,False
538,admin_,38,single,basic_6y,False,False
539,self-employed,33,married,university_degree,False,False
540,self-employed,55,married,,False,False
541,blue-collar,36,single,basic_9y,False,False
542,technician,57,married,professional_course,False,False
543,entrepreneur,32,single,university_degree,False,True
544,self-employed,30,single,high_school,False,True
545,admin_,43,married,professional_course,False,True
546,admin_,46,married,university_degree,False,False
547,admin_,35,divorced,high_school,False,False
548,admin_,34,single,university_degree,False,True
549,blue-collar,50,married,basic_4y,False,False
550,admin_,39,single,university_degree,False,False
551,blue-collar,39,married,basic_9y,False,False
552,entrepreneur,42,married,basic_6y,False,False
553,retired,57,married,university_degree,False,True
554,blue-collar,45,married,basic_4y,False,False
555,technician,40,married,basic_4y,False,False
556,blue-collar,42,married,high_school,False,False
557,technician,40,married,basic_4y,False,False
558,blue-collar,38,single,basic_4y,False,False
559,blue-collar,39,married,basic_6y,False,True
560,blue-collar,41,married,basic_4y,False,False
561,blue-collar,39,married,basic_6y,False,True
562,blue-collar,41,married,basic_4y,False,True
563,admin_,45,married,university_degree,False,False
564,admin_,35,divorced,university_degree,False,False
565,admin_,35,married,basic_6y,False,True
566,blue-collar,49,married,high_school,False,False
567,technician,36,married,,False,False
568,admin_,23,single,university_degree,False,False
569,unemployed,43,married,university_degree,False,False
570,entrepreneur,49,married,professional_course,False,False
571,technician,36,married,professional_course,False,False
572,blue-collar,51,married,basic_9y,False,True
573,retired,56,married,basic_4y,False,True
574,housemaid,45,married,high_school,False,False
575,admin_,42,married,high_school,False,False
576,admin_,41,divorced,high_school,False,False
577,services,32,married,high_school,False,False
578,management,46,married,university_degree,False,False
579,blue-collar,37,married,,False,False
580,management,53,married,university_degree,False,False
581,blue-collar,30,married,basic_4y,False,False
582,unknown,45,married,,False,False
583,technician,24,single,professional_course,False,False
584,unknown,45,married,,False,False
585,admin_,34,single,university_degree,False,False
586,management,41,married,university_degree,False,False
587,blue-collar,59,married,basic_4y,False,True
588,blue-collar,45,married,basic_4y,False,False
589,blue-collar,54,married,basic_6y,False,False
590,technician,32,married,professional_course,False,False
591,technician,33,married,professional_course,False,True
592,admin_,32,married,university_degree,False,False
593,services,34,single,high_school,False,False
594,management,46,married,university_degree,False,False
595,technician,57,married,professional_course,False,True
596,technician,42,married,basic_9y,False,False
597,admin_,48,married,professional_course,False,True
598,admin_,58,divorced,university_degree,False,True
599,services,34,married,high_school,False,False
600,admin_,32,single,university_degree,False,True
601,blue-collar,48,married,basic_9y,False,False
602,blue-collar,47,married,basic_9y,False,False
603,services,31,married,high_school,False,False
604,admin_,32,single,university_degree,False,True
605,admin_,32,single,university_degree,False,False
606,services,36,married,high_school,False,False
607,blue-collar,53,married,basic_4y,False,False
608,blue-collar,37,married,basic_9y,False,False
609,services,50,married,high_school,False,False
610,blue-collar,46,married,basic_6y,False,True
611,admin_,41,married,high_school,False,False
612,blue-collar,43,single,basic_4y,False,False
613,management,51,married,university_degree,False,True
614,admin_,38,married,university_degree,False,True
615,technician,41,married,basic_6y,False,True
616,services,39,married,high_school,False,False
617,blue-collar,52,married,basic_4y,False,False
618,technician,37,married,professional_course,False,True
619,admin_,41,married,basic_9y,False,True
620,admin_,46,divorced,university_degree,False,True
621,technician,47,married,professional_course,False,False
622,technician,35,married,professional_course,False,False
623,services,38,married,high_school,False,False
624,blue-collar,30,single,,False,True
625,blue-collar,46,married,basic_9y,False,True
626,technician,30,married,professional_course,False,False
627,services,35,single,basic_4y,False,False
628,admin_,58,married,,False,True
629,technician,40,married,professional_course,False,False
630,technician,34,married,university_degree,False,False
631,admin_,30,single,university_degree,False,False
632,services,38,married,basic_6y,False,False
633,management,55,single,basic_4y,False,False
634,management,55,married,university_degree,False,True
635,technician,45,single,professional_course,False,True
636,admin_,36,married,university_degree,False,True
637,admin_,32,single,university_degree,False,False
638,technician,35,married,,False,True
639,management,55,divorced,university_degree,False,True
640,housemaid,49,married,basic_4y,False,False
641,admin_,29,married,high_school,False,True
642,blue-collar,34,married,basic_4y,False,True
643,retired,54,married,high_school,False,True
644,technician,36,single,professional_course,False,False
645,management,30,single,university_degree,False,True
646,housemaid,33,divorced,university_degree,False,False
647,blue-collar,37,married,high_school,False,False
648,technician,36,married,basic_9y,False,True
649,blue-collar,33,married,high_school,False,False
650,housemaid,32,married,high_school,False,True
651,housemaid,32,married,high_school,False,False
652,blue-collar,50,married,basic_4y,False,True
653,blue-collar,39,married,basic_9y,False,False
654,blue-collar,51,divorced,,False,True
655,services,33,married,high_school,False,False
656,services,33,married,basic_4y,False,False
657,management,56,married,university_degree,False,False
658,management,39,divorced,university_degree,False,True
659,self-employed,33,single,university_degree,False,False
660,retired,59,divorced,basic_4y,False,False
661,admin_,42,single,,False,True
662,services,43,married,high_school,False,False
663,admin_,35,married,university_degree,False,False
664,blue-collar,46,married,basic_6y,False,True
665,technician,27,married,basic_9y,False,False
666,admin_,47,divorced,university_degree,False,True
667,admin_,31,single,university_degree,False,False
668,blue-collar,32,married,basic_9y,False,True
669,admin_,54,married,high_school,False,False
670,management,56,married,university_degree,False,False
671,services,48,single,high_school,False,True
672,admin_,44,married,high_school,False,True
673,admin_,46,married,high_school,False,False
674,services,45,married,high_school,False,True
675,admin_,43,married,professional_course,False,False
676,admin_,40,single,high_school,False,False
677,management,56,married,university_degree,False,True
678,entrepreneur,47,married,professional_course,False,False
679,management,39,divorced,university_degree,False,True
680,technician,48,married,basic_4y,False,False
681,housemaid,45,married,professional_course,False,True
682,self-employed,36,married,university_degree,False,False
683,management,49,married,professional_course,False,True
684,services,46,married,high_school,False,False
685,blue-collar,38,married,basic_9y,False,True
686,housemaid,50,married,basic_4y,False,True
687,admin_,27,single,high_school,False,True
688,technician,40,married,professional_course,False,True
689,management,46,married,university_degree,False,True
690,admin_,40,divorced,university_degree,False,True
691,management,33,single,university_degree,False,False
692,retired,54,married,high_school,False,True
693,blue-collar,52,married,basic_4y,False,True
694,admin_,53,married,university_degree,False,True
695,services,49,married,high_school,False,False
696,blue-collar,42,married,basic_4y,False,False
697,housemaid,49,married,basic_4y,False,False
698,entrepreneur,40,married,basic_9y,False,False
699,admin_,59,married,university_degree,False,False
700,self-employed,51,married,basic_9y,False,True
701,housemaid,57,married,basic_6y,False,True
702,self-employed,38,divorced,basic_9y,False,True
703,self-employed,52,married,university_degree,False,False
704,unemployed,26,single,basic_9y,False,True
705,admin_,35,married,university_degree,False,True
706,admin_,51,married,university_degree,False,False
707,blue-collar,43,married,basic_4y,False,True
708,admin_,42,married,high_school,False,True
709,retired,60,divorced,university_degree,False,True
710,blue-collar,36,married,basic_9y,False,True
711,management,57,married,university_degree,False,False
712,student,35,single,university_degree,False,False
713,admin_,30,married,university_degree,False,False
714,services,43,married,high_school,False,False
715,technician,40,married,basic_9y,False,False
716,technician,45,married,university_degree,False,False
717,retired,56,married,high_school,False,False
718,services,46,married,basic_6y,False,False
719,blue-collar,41,married,basic_4y,False,True
720,admin_,42,married,university_degree,False,True
721,blue-collar,56,married,basic_4y,False,False
722,entrepreneur,43,married,basic_4y,False,True
723,blue-collar,34,married,basic_4y,False,False
724,services,38,married,high_school,False,True
725,technician,40,married,basic_9y,False,False
726,admin_,38,married,high_school,False,False
727,entrepreneur,48,married,university_degree,False,True
728,blue-collar,27,married,basic_9y,False,True
729,technician,24,single,professional_course,False,False
730,admin_,47,single,,False,True
731,blue-collar,48,married,professional_course,False,False
732,admin_,31,single,high_school,False,True
733,self-employed,39,single,basic_4y,False,True
